Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%
744,Owen Miller\milleow01,24,CLE,202,.254,51,.261,.105,2.0%,26.7%,4.5%,86.3,33.1%,24.6%,55.8%,15.9%,1.26,23.9%,52.9%,23.2%,-1.1,-0.6%,-15.9,29%,100%,40%
745,Shelby Miller\millesh01,30,TOT,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,72.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,,,
746,Shelby Miller\millesh01,30,PIT,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,72.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,,,
747,Alec Mills\millsal02,29,CHC,36,.039,-131,.167,.031,0.0%,72.2%,0.0%,67.2,10.0%,20.0%,30.0%,10.0%,1.00,10.0%,80.0%,10.0%,-0.7,-0.2%,-9.7,100%,,0%
748,Hoby Milner\milneho01,30,MIL,2,.348,112,,.000,0.0%,50.0%,50.0%,,,,,,,,,,0.0,0.0%,0.0,0%,,
749,Mike Minor\minormi01,33,KCR,7,.000,-131,.000,.000,0.0%,57.1%,0.0%,85.4,66.7%,33.3%,33.3%,33.3%,0.50,33.3%,66.7%,0.0%,-0.1,0.0%,-1.2,,,
750,A.J. Minter\minteaj01,27,ATL,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,
751,Casey Mize\mizeca01,24,DET,3,.231,41,.000,.000,0.0%,33.3%,33.3%,83.7,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.5,0%,,
752,Yadier Molina\molinya01,38,STL,473,.298,85,.283,.118,2.3%,16.7%,5.1%,88.0,31.7%,21.7%,42.6%,29.1%,0.74,33.0%,51.1%,15.9%,1.2,0.5%,5.0,26%,100%,18%
753,Yoan Moncada\moncayo01,26,CHW,616,.346,117,.350,.148,2.3%,25.5%,13.6%,90.1,41.4%,31.0%,44.1%,20.3%,0.79,28.2%,54.5%,17.3%,0.6,0.5%,7.1,28%,60%,46%
754,Adalberto Mondesi\mondera02,25,KCR,136,.328,84,.299,.222,4.4%,31.6%,4.4%,87.3,44.7%,16.3%,39.5%,25.6%,0.76,26.7%,61.6%,11.6%,0.0,0.1%,-2.1,42%,94%,44%
755,Mickey Moniak\moniami01,23,PHI,37,.174,-15,.125,.091,2.7%,43.2%,8.1%,88.4,38.9%,5.6%,55.6%,33.3%,1.43,11.1%,66.7%,22.2%,-0.2,-0.2%,-4.8,33%,,100%
756,Frankie Montas\montafr02,28,OAK,4,.000,-121,.000,.000,0.0%,75.0%,0.0%,88.1,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,-0.1%,-1.1,,,
757,Jordan Montgomery\montgjo01,28,NYY,4,.000,-126,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.2,,,
758,Dylan Moore\mooredy01,28,SEA,377,.276,70,.229,.154,3.2%,29.4%,10.6%,85.4,33.3%,23.0%,30.6%,31.5%,0.45,24.8%,58.1%,17.1%,-0.1,-0.2%,-8.2,32%,81%,46%
759,Matt Moore\moorema02,32,PHI,20,.000,-144,.000,.000,0.0%,65.0%,0.0%,66.2,14.3%,14.3%,57.1%,0.0%,4.00,28.6%,57.1%,14.3%,-0.4,-0.3%,-4.5,,,
760,Colin Moran\moranco01,28,PIT,359,.323,97,.321,.132,2.8%,24.2%,10.0%,88.5,37.3%,24.4%,50.0%,20.5%,1.03,30.3%,56.0%,13.7%,1.3,0.6%,4.6,17%,100%,8%
761,Adrián Morejón\morejad01,22,SDP,1,.000,-124,.000,.000,0.0%,0.0%,0.0%,97.4,100.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,
762,Mitch Moreland\morelmi01,35,OAK,252,.301,92,.256,.188,4.0%,23.0%,7.1%,91.0,47.7%,20.1%,46.0%,28.7%,0.85,32.8%,51.7%,15.5%,0.3,0.0%,-2.8,29%,,16%
763,Eli Morgan\morgael01,25,CLE,2,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-0.6,,,
764,Shawn Morimando\morimsh01,28,MIA,3,.000,-247,.000,.000,0.0%,33.3%,0.0%,59.1,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,
765,Max Moroff\morofma01,28,STL,16,.056,-85,.167,.000,0.0%,62.5%,0.0%,86.1,16.7%,33.3%,16.7%,50.0%,0.20,16.7%,83.3%,0.0%,-0.4,-0.3%,-3.9,0%,,
766,Charlie Morton\mortoch02,37,ATL,62,.121,-74,.292,.018,0.0%,50.0%,0.0%,68.9,6.5%,16.1%,35.5%,19.4%,0.92,12.9%,64.5%,22.6%,-1.0,-0.7%,-13.2,71%,,0%
767,Taylor Motter\motteta01,31,TOT,29,.261,44,.278,.115,0.0%,27.6%,10.3%,88.7,44.4%,16.7%,33.3%,33.3%,0.50,27.8%,66.7%,5.6%,-0.1,0.1%,-2.6,56%,,0%
768,Taylor Motter\motteta01,31,COL,22,.186,-12,.214,.000,0.0%,27.3%,9.1%,87.9,42.9%,21.4%,28.6%,28.6%,0.40,28.6%,64.3%,7.1%,-0.2,0.0%,-3.7,40%,,0%
769,Taylor Motter\motteta01,31,BOS,7,.497,216,.500,.500,0.0%,28.6%,14.3%,91.6,50.0%,0.0%,50.0%,50.0%,1.00,25.0%,75.0%,0.0%,0.2,0.1%,1.1,75%,,
770,Ryan Mountcastle\mountry01,24,BAL,586,.336,109,.297,.232,5.6%,27.5%,7.0%,89.1,39.7%,24.7%,35.5%,33.9%,0.55,27.6%,53.2%,19.2%,-0.6,-0.4%,3.0,30%,57%,48%
771,Mike Moustakas\moustmi01,32,CIN,206,.284,57,.239,.164,2.9%,22.3%,8.7%,86.9,31.4%,23.6%,36.4%,22.9%,0.57,36.0%,45.3%,18.7%,-1.0,-0.7%,-6.7,29%,,47%
772,Kyle Muller\mulleky01,23,ATL,13,.133,-58,.250,.000,0.0%,53.9%,7.7%,78.4,20.0%,0.0%,80.0%,0.0%,,20.0%,80.0%,0.0%,-0.2,-0.1%,-2.0,0%,,0%
773,Cedric Mullins\mullice01,26,BAL,675,.378,135,.322,.228,4.4%,18.5%,8.7%,88.2,39.4%,23.9%,38.6%,27.8%,0.65,32.2%,50.6%,17.2%,1.9,0.3%,23.7,29%,79%,52%
774,Max Muncy\muncyma01,30,LAD,592,.385,140,.257,.278,6.1%,20.3%,14.0%,91.2,46.8%,22.8%,38.6%,33.1%,0.63,30.4%,55.0%,14.6%,2.3,1.5%,39.3,32%,67%,34%
775,Yairo Munoz\munozya01,26,BOS,11,.081,-77,.111,.000,0.0%,18.2%,0.0%,85.1,22.2%,22.2%,33.3%,33.3%,0.50,33.3%,44.4%,22.2%,-0.2,-0.1%,-1.8,0%,,0%
776,Patrick Murphy\murphpa02,26,TOT,1,,,,.000,0.0%,100.0%,0.0%,,,,,,,,,,,,,,,
777,Patrick Murphy\murphpa02,26,WSN,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,
778,Sean Murphy\murphse01,26,OAK,448,.314,101,.257,.188,3.8%,25.5%,8.9%,89.2,42.7%,23.4%,40.1%,28.0%,0.67,31.2%,54.3%,14.5%,-0.5,-0.7%,8.9,25%,,36%
779,Tom Murphy\murphto04,30,SEA,325,.290,84,.265,.148,3.4%,30.5%,12.3%,88.6,38.1%,16.0%,44.2%,27.6%,0.79,35.4%,50.3%,14.4%,-0.8,-0.6%,-7.4,27%,,39%
780,Joe Musgrove\musgrjo01,28,SDP,57,.138,-37,.241,.039,0.0%,40.4%,1.8%,70.5,18.2%,9.1%,45.5%,15.2%,1.50,27.3%,45.5%,27.3%,-1.1,-0.8%,-10.6,22%,,67%
781,Wil Myers\myerswi01,30,SDP,500,.333,112,.333,.179,3.4%,28.2%,10.8%,86.8,38.0%,21.3%,43.6%,27.2%,0.80,29.2%,56.7%,14.1%,0.2,0.0%,6.6,26%,62%,47%
782,Tommy Nance\nanceto01,30,CHC,2,.000,-133,.000,.000,0.0%,50.0%,0.0%,97.3,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,
783,Tyler Naquin\naquity01,30,CIN,454,.354,107,.318,.207,4.2%,23.4%,7.7%,88.9,41.8%,22.1%,46.4%,24.0%,0.90,32.5%,51.9%,15.6%,0.1,-0.1%,14.1,25%,63%,56%
784,Omar Narvaez\narvaom01,29,MIL,445,.326,97,.308,.136,2.5%,18.9%,9.2%,84.6,25.6%,27.5%,34.2%,31.0%,0.52,28.1%,54.0%,17.9%,-0.2,0.2%,0.0,31%,,41%
785,Packy Naughton\naughpa01,25,LAA,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,
786,Josh Naylor\naylojo01,24,CLE,250,.313,93,.287,.146,2.8%,18.0%,5.6%,89.8,42.6%,23.9%,50.5%,17.0%,1.02,28.3%,53.5%,18.2%,-0.8,-0.6%,-8.8,31%,100%,48%
787,Nick Neidert\neideni01,24,MIA,12,.058,-90,.000,.000,0.0%,41.7%,8.3%,80.7,0.0%,0.0%,66.7%,16.7%,4.00,16.7%,66.7%,16.7%,-0.2,-0.1%,-2.5,0%,,0%
788,Jimmy Nelson\nelsoji02,32,LAD,3,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,
789,Hector Neris\nerishe01,32,PHI,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,
790,Sheldon Neuse\neusesh01,26,LAD,66,.221,27,.222,.154,4.6%,39.4%,1.5%,88.8,41.0%,20.5%,43.6%,33.3%,0.77,17.9%,66.7%,15.4%,-1.3,-1.0%,-10.5,27%,50%,0%
791,Tyler Nevin\nevinty01,24,BAL,18,.450,189,.375,.357,5.6%,27.8%,22.2%,93.5,33.3%,0.0%,22.2%,66.7%,0.29,55.6%,11.1%,33.3%,0.1,0.0%,2.0,29%,,0%
792,Sean Newcomb\newcose01,28,ATL,2,.000,-379,,.000,0.0%,50.0%,0.0%,15.8,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.5,,,0%
793,Kevin Newman\newmake01,27,PIT,554,.257,49,.236,.083,0.9%,7.4%,4.9%,83.9,26.0%,25.2%,43.3%,21.4%,0.80,22.7%,60.6%,16.7%,-2.2,-0.5%,-29.4,32%,86%,51%
794,Tomas Nido\nidoto01,27,NYM,161,.269,61,.292,.105,1.9%,27.3%,3.1%,88.7,43.1%,33.9%,42.2%,23.9%,0.73,22.9%,65.1%,11.9%,0.2,0.2%,-4.0,33%,100%,20%
795,Brandon Nimmo\nimmobr01,28,NYM,386,.372,138,.366,.145,2.1%,20.5%,14.0%,88.6,41.5%,27.4%,47.2%,18.5%,0.91,23.8%,54.4%,21.8%,0.5,0.2%,17.7,30%,56%,50%
796,Stephen Nogosek\nogosst01,26,NYM,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.5,,,
797,John Nogowski\nogowjo01,28,TOT,143,.272,65,.271,.078,0.7%,15.4%,8.4%,88.1,28.7%,29.6%,37.0%,29.6%,0.59,28.7%,56.5%,14.8%,-0.1,-0.4%,-3.4,31%,0%,6%
798,John Nogowski\nogowjo01,28,STL,20,.116,-42,.063,.000,0.0%,10.0%,5.0%,87.0,18.8%,18.8%,43.8%,31.3%,0.78,12.5%,68.8%,18.8%,-0.5,-0.4%,-5.4,67%,,0%
799,John Nogowski\nogowjo01,28,PIT,123,.297,82,.308,.090,0.8%,16.3%,8.9%,88.3,30.4%,31.5%,35.9%,29.3%,0.56,31.5%,54.3%,14.1%,0.4,0.0%,1.9,28%,0%,7%
800,Aaron Nola\nolaaa01,28,PHI,63,.199,-2,.333,.041,0.0%,46.0%,9.5%,67.1,10.7%,21.4%,39.3%,3.6%,1.57,7.1%,60.7%,32.1%,-0.1,-0.1%,-3.8,39%,,0%
801,Austin Nola\nolaau01,31,SDP,194,.320,104,.292,.104,1.0%,9.8%,7.2%,89.7,41.3%,25.6%,41.0%,20.5%,0.70,28.8%,54.5%,16.7%,-0.2,-0.3%,8.1,20%,0%,35%
802,Sean Nolin\nolinse01,31,WSN,6,.000,-173,.000,.000,0.0%,50.0%,0.0%,46.5,0.0%,0.0%,33.3%,0.0%,,0.0%,66.7%,33.3%,-0.1,0.0%,-1.6,,,
803,Lars Nootbaar\nootbla01,23,STL,124,.318,101,.273,.183,4.0%,22.6%,10.5%,87.0,36.6%,16.9%,43.4%,27.7%,0.84,32.5%,51.8%,15.7%,0.4,-0.1%,2.1,29%,67%,47%
804,Daniel Norris\norrida01,28,TOT,2,.000,-134,.000,.000,0.0%,0.0%,0.0%,75.2,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,
805,Daniel Norris\norrida01,28,MIL,2,.000,-134,.000,.000,0.0%,0.0%,0.0%,75.2,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,
806,Jacob Nottingham\nottija01,26,TOT,45,.264,61,.167,.250,6.7%,44.4%,4.4%,87.3,33.3%,28.6%,19.0%,42.9%,0.24,28.6%,52.4%,19.0%,-0.3,-0.2%,-4.1,29%,,0%
807,Jacob Nottingham\nottija01,26,MIL,14,.376,132,.250,.500,14.3%,57.1%,0.0%,88.5,50.0%,16.7%,33.3%,50.0%,0.50,16.7%,66.7%,16.7%,-0.1,-0.1%,-0.2,0%,,
808,Jacob Nottingham\nottija01,26,SEA,31,.213,29,.143,.115,3.2%,38.7%,6.5%,86.8,26.7%,33.3%,13.3%,40.0%,0.15,33.3%,46.7%,20.0%,-0.2,-0.1%,-3.9,33%,,0%
809,Dom Nunez\nunezdo01,26,COL,263,.297,66,.258,.211,3.8%,34.6%,12.9%,85.6,31.2%,19.6%,31.9%,36.2%,0.47,37.2%,48.9%,13.9%,-0.7,-0.2%,-6.4,31%,,57%
810,Renato Nunez\nunezre01,27,DET,55,.284,78,.182,.283,7.3%,29.1%,1.8%,85.0,35.1%,18.9%,48.6%,24.3%,0.95,32.4%,51.4%,16.2%,-0.3,-0.2%,-2.0,38%,,0%
811,Brian O'Grady\ogradbr01,29,SDP,61,.267,64,.182,.176,3.3%,27.9%,13.1%,88.2,44.4%,11.1%,36.1%,36.1%,0.59,47.2%,44.4%,8.3%,-0.5,-0.3%,-2.5,43%,,0%
812,Ryan O'Hearn\ohearry01,27,KCR,254,.284,69,.277,.144,3.5%,28.0%,5.1%,90.8,45.5%,22.0%,42.9%,30.4%,0.75,30.4%,51.2%,18.5%,-1.8,-0.3%,-15.8,24%,,19%
813,Tyler O'Neill\oneilty01,26,STL,537,.399,156,.366,.274,6.3%,31.3%,7.1%,93.0,52.2%,24.8%,36.2%,31.4%,0.57,26.4%,55.3%,18.2%,2.5,1.5%,23.4,36%,79%,58%
814,Bailey Ober\oberba01,25,MIN,2,.446,191,.500,.000,0.0%,0.0%,0.0%,83.7,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,0.0,0%,,
815,Joseph Odom\odomjo01,29,TBR,2,.000,-117,.000,.000,0.0%,50.0%,0.0%,95.6,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.8,,,
816,Rougned Odor\odorro01,27,NYY,361,.290,80,.242,.177,4.2%,27.7%,7.5%,86.8,38.2%,16.1%,36.8%,30.9%,0.62,44.4%,45.3%,10.3%,-0.8,-0.5%,-8.3,31%,0%,55%
817,Jake Odorizzi\odorija01,31,HOU,1,.000,-127,.000,.000,0.0%,0.0%,0.0%,59.2,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,
818,Shohei Ohtani\ohtansh01,26,LAA,639,.399,154,.303,.335,7.2%,29.6%,15.0%,92.9,53.7%,20.9%,38.6%,34.6%,0.64,38.3%,47.7%,14.0%,5.1,1.8%,52.4,30%,72%,41%
819,Steven Okert\okertst01,29,MIA,2,.000,-131,.000,.000,0.0%,50.0%,0.0%,93.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.0,,,
820,Jared Oliva\olivaja01,25,PIT,43,.230,22,.233,.050,0.0%,23.3%,7.0%,82.0,20.0%,13.3%,60.0%,20.0%,1.50,30.0%,43.3%,26.7%,-0.1,0.0%,-3.6,33%,100%,33%
821,Edward Olivares\olivaed02,25,KCR,111,.300,84,.244,.168,4.5%,17.1%,4.5%,86.8,31.0%,21.4%,46.4%,25.0%,0.89,33.3%,54.8%,11.9%,-0.3,-0.1%,-6.7,29%,50%,46%
822,Matt Olson\olsonma02,27,OAK,673,.380,148,.269,.269,5.8%,16.8%,13.1%,91.5,48.7%,19.7%,40.2%,30.2%,0.67,31.1%,52.5%,16.4%,2.9,2.3%,24.9,29%,80%,48%
823,Rafael Ortega\ortegra01,30,CHC,330,.367,128,.349,.172,3.3%,21.2%,9.1%,87.2,34.8%,25.0%,33.3%,31.1%,0.52,36.8%,46.9%,16.2%,1.2,-0.1%,12.9,31%,67%,34%
824,Corey Oswalt\oswalco01,27,NYM,2,,,,,0.0%,0.0%,0.0%,21.9,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,
825,Connor Overton\overtco01,27,TOT,1,.899,505,1.000,.000,0.0%,0.0%,0.0%,66.8,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.2,0.0%,1.7,100%,,
826,Connor Overton\overtco01,27,PIT,1,.899,505,1.000,.000,0.0%,0.0%,0.0%,66.8,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.2,0.0%,1.7,100%,,
827,Johan Oviedo\oviedjo01,23,STL,22,.186,7,.273,.000,0.0%,40.9%,9.1%,83.7,36.4%,0.0%,90.9%,0.0%,,18.2%,81.8%,0.0%,-0.1,-0.1%,-1.7,60%,,25%
828,Hunter Owen\owenhu01,27,PIT,5,.145,-28,.000,.000,0.0%,60.0%,0.0%,71.1,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,-0.1%,-1.1,0%,,
829,Chris Owings\owingch01,29,COL,50,.448,175,.481,.302,2.0%,30.0%,14.0%,90.7,42.9%,25.0%,39.3%,32.1%,0.65,32.1%,57.1%,10.7%,0.5,0.2%,2.6,40%,67%,80%
830,Marcell Ozuna\ozunama01,30,ATL,208,.286,63,.244,.144,3.4%,22.1%,9.1%,89.7,41.1%,27.5%,35.9%,29.6%,0.56,26.1%,59.2%,14.8%,-1.0,-0.6%,-3.5,26%,,20%
831,Cristian Pache\pachecr01,22,ATL,68,.183,-13,.162,.095,1.5%,36.8%,2.9%,76.3,27.5%,12.5%,45.0%,17.5%,1.00,40.0%,52.5%,7.5%,-0.7,-0.5%,-6.2,50%,,50%
832,Chris Paddack\paddach01,25,SDP,42,.060,-106,.111,.000,0.0%,61.9%,2.4%,61.8,28.6%,21.4%,28.6%,0.0%,1.33,0.0%,71.4%,28.6%,-0.6,-0.4%,-9.5,0%,,0%
833,Kevin Padlo\padloke01,24,TOT,15,.174,6,.250,.077,0.0%,60.0%,13.3%,89.7,25.0%,25.0%,25.0%,50.0%,0.33,25.0%,50.0%,25.0%,-0.3,-0.2%,-2.5,25%,,100%
834,Kevin Padlo\padloke01,24,TBR,14,.187,15,.250,.083,0.0%,57.1%,14.3%,89.7,25.0%,25.0%,25.0%,50.0%,0.33,25.0%,50.0%,25.0%,-0.2,-0.1%,-2.1,25%,,100%
835,Kevin Padlo\padloke01,24,SEA,1,.000,-121,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.4,,,
836,Emilio Pagan\paganem01,30,SDP,2,.000,-124,.000,.000,0.0%,50.0%,0.0%,57.0,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,
837,Josh Palacios\palacjo01,25,TOR,42,.236,37,.280,.000,0.0%,26.2%,7.1%,88.5,42.3%,11.5%,50.0%,30.8%,1.18,19.2%,65.4%,15.4%,-0.5,-0.2%,-2.1,58%,,67%
838,Joe Panik\panikjo01,30,TOT,257,.256,50,.230,.076,1.2%,13.2%,6.6%,86.1,25.5%,25.0%,45.1%,19.1%,0.84,22.1%,60.3%,17.6%,-1.7,-0.3%,-14.6,22%,100%,24%
839,Joe Panik\panikjo01,30,TOR,123,.294,79,.263,.105,1.6%,11.4%,6.5%,85.4,24.8%,23.8%,45.5%,20.8%,0.84,26.7%,55.4%,17.8%,-0.4,-0.2%,-2.0,21%,,17%
840,Joe Panik\panikjo01,30,MIA,134,.221,22,.198,.049,0.8%,14.9%,6.7%,86.7,26.2%,26.2%,44.7%,17.5%,0.84,17.5%,65.0%,17.5%,-1.4,-0.1%,-12.5,23%,100%,40%
841,Isaac Paredes\paredis01,22,DET,85,.272,69,.226,.111,1.2%,12.9%,11.8%,85.5,25.4%,22.2%,36.5%,28.6%,0.58,38.1%,50.8%,11.1%,0.0,0.0%,-5.0,24%,,33%
842,Hoy Park\parkho01,25,TOT,150,.283,70,.250,.141,2.0%,25.3%,12.0%,85.3,25.0%,18.5%,42.4%,31.5%,0.75,32.6%,54.3%,13.0%,-0.6,0.0%,-5.2,32%,50%,30%
843,Hoy Park\parkho01,25,NYY,1,.000,-126,.000,.000,0.0%,0.0%,0.0%,60.0,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-0.5,,,
844,Hoy Park\parkho01,25,PIT,149,.285,71,.253,.142,2.0%,25.5%,12.1%,85.6,25.3%,18.7%,41.8%,31.9%,0.73,31.9%,54.9%,13.2%,-0.5,0.0%,-4.7,32%,50%,30%
845,Gerardo Parra\parrage01,34,WSN,107,.291,79,.318,.113,1.9%,28.0%,5.6%,86.9,29.0%,30.4%,33.3%,31.9%,0.51,17.4%,53.6%,29.0%,-1.3,-0.5%,-8.6,34%,50%,50%
846,Tyler Payne\paynety01,28,CHC,2,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,
847,Mark Payton\paytoma01,29,CIN,24,.208,2,.267,.000,0.0%,29.2%,8.3%,85.1,33.3%,26.7%,40.0%,33.3%,0.67,26.7%,60.0%,13.3%,-0.3,-0.2%,-3.2,33%,,50%
848,Matt Peacock\peacoma01,27,ARI,17,.261,43,.333,.000,0.0%,23.5%,5.9%,79.5,25.0%,16.7%,66.7%,16.7%,2.00,25.0%,66.7%,8.3%,-0.2,0.0%,-1.8,60%,100%,100%
849,Joc Pederson\pederjo01,29,TOT,481,.320,92,.281,.184,3.7%,24.3%,8.1%,90.4,47.8%,22.7%,39.1%,29.3%,0.66,24.0%,59.6%,16.4%,0.7,0.9%,6.7,28%,40%,44%
850,Joc Pederson\pederjo01,29,CHC,287,.312,91,.274,.188,3.8%,25.8%,7.7%,90.7,46.2%,22.0%,36.0%,31.2%,0.57,22.6%,59.1%,18.3%,0.6,0.5%,1.0,32%,40%,46%
851,Joc Pederson\pederjo01,29,ATL,194,.331,95,.290,.179,3.6%,22.2%,8.8%,89.9,50.0%,23.7%,43.5%,26.7%,0.79,26.0%,60.3%,13.7%,0.2,0.4%,5.8,23%,,42%
852,David Peralta\peralda01,33,ARI,538,.319,94,.303,.144,1.5%,17.1%,8.6%,89.3,42.0%,23.2%,54.9%,15.6%,1.22,24.2%,55.7%,20.2%,0.6,0.4%,11.9,29%,67%,45%
853,Freddy Peralta\peralfr01,25,MIL,45,.098,-69,.190,.000,0.0%,48.9%,2.2%,76.6,19.0%,22.7%,63.6%,0.0%,2.33,4.5%,63.6%,31.8%,-0.9,-0.6%,-9.3,17%,,0%
854,Wily Peralta\peralwi01,32,DET,2,.346,123,.000,.000,0.0%,0.0%,50.0%,78.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.2,0%,,0%
855,Jose Peraza\perazjo01,27,NYM,154,.288,75,.209,.176,3.9%,16.9%,5.8%,84.6,25.0%,16.4%,34.5%,36.2%,0.54,33.6%,48.3%,18.1%,0.4,0.5%,-1.9,42%,100%,50%
856,Geraldo Perdomo\perdoge01,21,ARI,37,.331,102,.320,.161,0.0%,16.2%,16.2%,85.3,28.0%,16.0%,32.0%,44.0%,0.50,32.0%,56.0%,12.0%,-0.4,-0.2%,-1.8,36%,,100%
857,Cionel Pérez\perezci01,25,CIN,2,.000,-145,.000,.000,0.0%,0.0%,0.0%,77.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.1,,,
858,Hernan Perez\perezhe01,30,WSN,21,.109,-51,.111,.000,0.0%,47.6%,9.5%,86.3,33.3%,22.2%,55.6%,22.2%,1.25,22.2%,77.8%,0.0%,-0.2,-0.1%,-3.1,33%,,0%
859,Martin Perez\perezma02,30,BOS,3,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,
860,Michael Perez\perezmi03,28,PIT,231,.236,37,.170,.148,3.0%,29.4%,8.2%,85.0,33.1%,16.2%,45.1%,31.0%,0.84,36.2%,52.5%,11.3%,-1.8,-0.5%,-17.6,27%,0%,29%
861,Roberto Perez\perezro02,32,CLE,161,.256,52,.179,.170,4.4%,34.8%,10.6%,87.9,41.4%,17.2%,49.4%,26.4%,1.08,24.1%,58.6%,17.2%,-1.2,-0.5%,-8.0,19%,100%,0%
862,Salvador Perez\perezsa02,31,KCR,665,.365,127,.298,.271,7.2%,25.6%,4.2%,93.0,56.2%,23.6%,37.4%,33.0%,0.60,33.0%,52.4%,14.5%,3.6,0.8%,19.6,25%,100%,22%
863,Dillon Peters\peterdi01,28,PIT,8,.116,-99,.000,.000,0.0%,50.0%,12.5%,37.2,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.1,100%,,50%
864,DJ Peters\peterdj01,25,TOT,240,.271,64,.237,.224,5.4%,34.2%,5.0%,87.5,39.4%,19.4%,38.9%,29.9%,0.64,26.4%,54.9%,18.8%,-1.5,-0.3%,-12.5,33%,100%,53%
865,DJ Peters\peterdj01,25,LAD,34,.303,79,.364,.192,2.9%,41.2%,23.5%,90.7,41.7%,25.0%,33.3%,25.0%,0.50,25.0%,66.7%,8.3%,-0.4,-0.3%,-2.1,27%,,67%
866,DJ Peters\peterdj01,25,TEX,206,.266,61,.225,.228,5.8%,33.0%,1.9%,87.2,39.2%,18.9%,39.4%,30.3%,0.65,26.5%,53.8%,19.7%,-1.1,0.0%,-10.5,36%,100%,50%
867,David Peterson\peterda01,25,NYM,20,.116,-71,.167,.063,0.0%,50.0%,0.0%,66.5,33.3%,11.1%,55.6%,0.0%,5.00,0.0%,66.7%,33.3%,-0.3,-0.3%,-3.1,100%,,100%
868,Jace Peterson\peterja01,31,MIL,302,.328,94,.310,.120,2.0%,22.5%,12.6%,87.4,34.9%,23.8%,42.0%,28.5%,0.73,24.4%,57.0%,18.7%,0.4,0.8%,7.1,30%,91%,55%
869,Tommy Pham\phamth01,33,SDP,561,.328,108,.280,.154,2.7%,22.8%,13.9%,90.8,47.7%,24.8%,49.6%,21.4%,0.98,21.7%,57.8%,20.5%,-0.3,0.2%,5.5,34%,70%,42%
